score,cls_name,credit,note,cid,tid,populartiy,ct
"1. 學期成績計算項目及權重標準如下：
(a) Final exam: 40%
(b) Midterm exam: 30%
(c) Quiz average: 30%
2. 考試(Final exam、Midterm exam、Quiz)：
考試採用筆試，內容包含所有講授內容與參考書中部分教材。期中考、期末考均配合學校考試時程。小考目的在培養學生平時複習的學習習慣。
3. 習題(Exercise)：
勤於演練是工程科系學生的必要歷程，學生除上課需特別注意講解之外，課餘應多花時間閱讀與反覆練習。每一章節講授結束均指定習題演練，督促學生能真正瞭解授課內容與熟練解題方法。習題不收回批改評分，以訓練學生具有主動學習精神。",電機一甲,3.0, ,539,609,1.0,539_609
-1,電機一甲,2.0,,540,604,0.9230769230769231,540_604
-1,電機一甲,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息,24,303,0.8833333333333333,24_303
nan,電機一乙,3.0, ,539,611,1.0,539_611
nan,電機二甲,0.0, ,2,611,0.95,2_611
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 30%
(2)	In-class exam (6 exams): 30% 
(3)	Final exam: 40%
2.	考試(Midterm Exam、Final Exam ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共六次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。",電機二甲,3.0, ,25,612,0.8714285714285714,25_612
"1.學期成績計算及權重標準如下:
(1)期中考: 25%
(2)期末考: 35%
(3)小考及出席: 40%
期中考、期末考均配合學校考試課程。小考共二次，時間已安排在課程進度表中。",電機二甲,3.0, ,577,613,0.8666666666666667,577_613
nan,電機二甲,1.0, ,578,613,1.0,578_613
"學期成績計算項目及權重標準如下：
(1)	Midterm exam: 35%
(2)	In-class exam (2 Quizs): 30% 
(3)	Final exam: 35%
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共2次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。",電機二甲,3.0, ,579,605,1.0,579_605
nan,電機二甲,3.0, ,435,611,0.9428571428571428,435_611
nan,電機二乙,0.0, ,2,614,0.9,2_614
"1.	學期成績計算項目及權重標準如下：
(1)	In-class exam:30% (10 exams)
(2)	Midterm exam: 30%
(3)	Final exam:   40%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
內容包含所有講授內容與參考書中部分教材。
小考共10次，目的在培養學生平時複習的學習習慣。
小考時間均已排定在課程進度表中。",電機二乙,3.0, ,25,615,0.8857142857142857,25_615
"電子學是電機電子領域中最基本的一門課程，因此，此課程主要目的為提供學生電子學基本原理之認識與了解，以奠定其於電機電子應用領域更深層之研究。1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 30%
(2)	In-class quizs: 30% 
(3)	Final exam: 40%",電機二乙,3.0, ,577,616,0.9027777777777778,577_616
"此課程之目的主要配合電子學(一)課程，輔之以電腦模擬與麵包板實驗驗證，以提高學生學習興趣，厚植其基本概念與理論基礎。
學期成績計算項目及權重標準如下：平時成績40%，期中考30%，期末考30%。",電機二乙,1.0, ,578,616,0.95,578_616
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 25%
(2)	In-class exam (2 exams): 50% 
(3)	Final exam: 25%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共2次，目的在培養學生平時複習的學習習慣。",電機二乙,3.0, ,579,617,0.875,579_617
"(1) Quiz & Homework: 30%
(2) Midterm exam: 35% 
(3) Final exam: 35%",電機二乙,3.0, ,435,614,0.8888888888888888,435_614
nan,電機二丙,0.0,,2,618,0.9833333333333333,2_618
出席率與課堂表現: 20%. 小考: 20%. 期中考: 30%. 期末考: 30%.,電機二丙,3.0,,25,610,1.0,25_610
"1.學期成績計算及權重標準如下:
(1)期中考: 25%
(2)期末考: 35%
(3)課堂表現,會考或平時考: 40%
期中考, 期末考均配合學校考試課程. 會考依系規定舉辦，考試時間由系辦公室公告.若無會考則舉行平時考。",電機二丙,3.0,,577,607,0.8142857142857143,577_607
"(1) Report: 50% 
(2) Midterm exam: 15% 
(3) Final exam: 35%",電機二丙,1.0,,578,607,0.8833333333333333,578_607
"1.	學期成績計算項目及權重標準如下：
(1)	In-class exam:30% (4~6 exams)
(2)	Midterm exam: 30% 
(3)	Final exam:   40%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
內容包含所有講授內容與參考書中部分教材。
小考4~6次，目的在培養學生平時複習的學習習慣。
小考時間均已排定在課程進度表中。",電機二丙,3.0,,579,615,0.8857142857142857,579_615
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 30%
(2)	In-class exam : 30% 
(3)	Final exam: 40%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考數次，目的在培養學生平時複習的學習習慣。",電機二丙,3.0,,435,619,1.0,435_619
nan,電機三甲,0.0, ,2,620,0.85,2_620
"課堂參與 15% (出缺席、課堂練習)
作業 30% (履歷寫作 10%，email寫作10%, 面試問題回答 10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",電機三甲,2.0, ,88,621,0.8166666666666667,88_621
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 20%
(2)	In-class quizs: 25% 
(3)	Final exam: 30%
(4)     Homework: 15%
(5)     Attendance: 10%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共五次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。",電機三甲,3.0,,580,605,0.7428571428571429,580_605
學生參與程度與出席率,電機三乙,0.0, ,2,616,0.8333333333333334,2_616
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 30%
(2)	In-class quizs: 30% 
(3)	Final exam: 40%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共五次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。",電機三乙,3.0, ,580,616,0.7571428571428571,580_616
出席率(課堂點名),電機三丙,0.0, ,2,615,0.8333333333333334,2_615
"課堂參與 25% (出缺席、課堂練習)
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",電機三丙,2.0, ,88,622,0.8333333333333334,88_622
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 25%
(2)	In-class quizs: 40% 
(3)	Final exam: 35%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考共五次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。",電機三丙,3.0, ,580,613,0.8142857142857143,580_613
點名及出席班級活動,電機四甲,0.0,,2,612,1.0,2_612
備註：依據「學生操行成績評定及核算要點」第四條辦理，導師按照學生之行為舉止、學習精神、氣度儀態、生活習慣、領導熱忱、服務合群等六大項，可加減一至四分，做為學生操行成績評定標準。,電機四乙,0.0,,2,623,1.0,2_623
-1,電磁能源學程電機二,3.0, ,575,623,1.0,575_623
"隨堂測驗, 分組報告, 期末考試",電波工程學程電機二,3.0,,542,606,0.7529411764705882,542_606
出席率與課堂表現: 40%. 期中考: 30%. 期末考: 30%.,電磁能源學程電機三,1.0, ,597,610,0.6833333333333333,597_610
nan,電磁能源學程電機三,3.0, ,598,624,0.8166666666666667,598_624
"1.	學期成績計算項目及權重標準如下：
(1)	Midterm exam: 30%
(2)	In-class exam : 30% 
(3)	Final exam: 40%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考數次，目的在培養學生平時複習的學習習慣。",電磁能源學程電機三,3.0, ,599,619,0.8666666666666667,599_619
nan,電磁能源學程電機三,3.0,,600,303,1.0,600_303
-1,電磁能源學程電機三,3.0, ,447,614,1.0,447_614
"Exam 1 (Midterm)	20%
B.	Exam 2 (Final)	20%
C.	In-class exam (2 exams):       20%
D.	Reading assignment	20%
E.	Problem exercise              20%",光電工程學程電機三,3.0, ,582,604,0.8888888888888888,582_604
nan,光電工程學程電機三,3.0, ,601,620,0.7333333333333333,601_620
"此課程之目的主要配合電子學(三)課程，輔之以電腦模擬與麵包板實驗驗證，以提高學生學習興趣，厚植其基本概念與理論基礎。
學期成績計算項目及權重標準如下：平時成績40%，期中考30%，期末考30%。",光電工程學程電機三,1.0, ,581,616,0.5166666666666667,581_616
nan,光電工程學程電機三,3.0,,602,620,0.5833333333333334,602_620
-1,光電工程學程電機三,3.0,,588,615,1.0,588_615
"此課程之目的主要配合電子學(三)課程，輔之以電腦模擬與麵包板實驗驗證，以提高學生學習興趣，厚植其基本概念與理論基礎。
學期成績計算項目及權重標準如下：平時成績30%，期中考30%，期末考40%。",電波工程學程電機三,1.0, ,581,613,1.0,581_613
"1.學期成績計算項目及權重標準如下：
平時(20%)、小考/作業(20%)、期中考(30%)、期末考(30%)
2.考試時程：期中、期末考依教授進度採隨堂考。內容包含所有講授內容與參考書中部分教材。小考/作業，目的在培養學生平時複習的學習習慣。",電波工程學程電機三,3.0, ,603,623,0.8222222222222222,603_623
"實驗實作: 50%, 期中考試: 25%, 期末考試: 25%",電波工程學程電機三,3.0,,604,625,0.9166666666666666,604_625
nan,電磁能源學程電機四,3.0,,605,624,0.47692307692307695,605_624
"此課程之目的主要配合電子學(三)課程，輔之以電腦模擬與麵包板實驗驗證，以提高學生學習興趣，厚植其基本概念與理論基礎。
學期成績計算項目及權重標準如下：平時成績30%，期中考30%，期末考40%。",光電工程學程電機四,3.0,,606,613,0.7285714285714285,606_613
nan,光電工程學程電機四,3.0,,607,618,0.3194444444444444,607_618
nan,電波工程學程電機四,3.0,,608,626,0.8428571428571429,608_626
"期中成績30%
平時成績30%
期末成績40%",自控一甲,0.0, ,3,629,1.0,3_629
平時考核依出席率、上課態度、課堂提問等綜合評分，占40%。期中考試占30%。期末考試占30%。,自控一甲,3.0, ,572,630,1.0,572_630
期中上機考30%、期末上機考30%、平時考核40%。,自控一甲,1.0, ,573,630,1.0,573_630
"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",自控一甲,3.0, ,13,631,1.0,13_631
"學期成績計算項目及權重標準如下：
(a) 期末考試：40%
(b) 期中考試：30%
(c) 平時考核：30%",自控一甲,3.0, ,539,627,1.0,539_627
nan,自控一乙,0.0, ,17,639,1.0,17_639
平時考核依出席率、上課態度、課堂提問等綜合評分，占30%。期中考試占30%。期末考試占40%。,自控一乙,3.0, ,572,632,1.0,572_632
平時考核依出席率、上課態度、課堂提問等綜合評分，占30%。期中考試占30%。期末考試占40%。,自控一乙,1.0, ,573,632,1.0,573_632
"平時成績(點名,習作,課堂問答)佔30%, 期末全校統一會考, 10%,
期中考佔30% 
期未考佔30%",自控一乙,3.0, ,574,500,1.0,574_500
"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",自控一乙,3.0, ,13,441,1.0,13_441
備註：依據「學生操行成績評定及核算要點」第四條辦理，導師按照學生之行為舉止、學習精神、氣度儀態、生活習慣、領導熱忱、服務合群等六大項，可加減一至四分，做為學生操行成績評定標準。,自控二甲,0.0, ,2,635,0.95,2_635
"1.	學期成績計算項目及權重標準如下：
     A.	Exam 1 (Midterm)	35%
    B.	Exam 2 (Final)	35%
    C.	Quiz    	20%
    D.	Attendance	10%
2.	考試：期中、期末考均配合學校考試時程，內容包含所有講授內容。
3.	小考：定期課堂小考。
4.	出席上課：此為本課程重要的學習活動之一，上課必須專心，並能正確回答老師的提問。",自控二甲,3.0, ,25,633,0.8823529411764706,25_633
"1.學期成績計算及權重標準如下:
(1)期中考: 25%
(2)期末考: 35%
(3)課堂表現,會考或平時考: 40%
期中考, 期末考均配合學校考試課程. 會考依系規定舉辦，考試時間由系辦公室公告.若無會考則舉行平時考。",自控二甲,3.0, ,577,640,0.9375,577_640
"學習方式:講解、實作、驗收、討論、書面報告。
評量方式:出席率、上課狀況40%,期中考25%,期未考35%。",自控二甲,1.0, ,578,640,1.0,578_640
備註：依據「學生操行成績評定及核算要點」第四條辦理，導師按照學生之行為舉止、學習精神、氣度儀態、生活習慣、領導熱忱、服務合群等六大項，可加減一至四分，做為學生操行成績評定標準。,自控二乙,0.0, ,2,641,0.95,2_641
"1. 學期成績計算項目及權重標準如下：
   A. 期中考  30%
   B. 期末考  30%
   C. 小考  25%
   D. 平時成績(含出席率)  15%
2. 考試：期中、期末考均配合學校考試時程，考試範圍以課堂上之講授範圍為主。
3. 小考：定期小考或課堂臨時抽考。
4. 平時成績(含出席率)： 
   必須出席參加課堂之授課，曠課1~3小時扣平時成績1~3分，若曠課超過3小時，每超過1小時扣平常成績5分。
   若扣分超過15分，將從小考、期中考、期末考的分數依次補扣。
   同學若上課專心，並能正確回答老師的提問，將會給予加分獎勵。",自控二乙,3.0, ,25,641,1.0,25_641
